State,D1 Solar Window LT,D1 Bath LT,D2 (Window Bath Roof) LT,Home CPA ( Roof Siding gutter Doors),D5 Roof LT,Sidings LG,Roofing LG,Flooring LG,Bathroom LG,Cabinets LG,,,
,,,,,44149,,,99204,53027,,,,
,,,,,44212,,,99205,53033,,,,
,,,,,44233,,,99207,53076,,,,
,,,,,44022,,,99208,53086,,,,
,,,,,44023,,,99212,53090,,,,
,,,,,44056,,,99216,53095,,,,
,,,,,44065,,,99217,53005,,,,
,,,,,44067,,,99218,53007,,,,
,,,,,44072,,,99224,53008,,,,
,,,,,44087,,,99996,53018,,,,
,,,,,44139,,,99997,53029,,,,
,,,,,44141,,,99998,53045,,,,
,,,,,44202,,,,53046,,,,
,,,,,44224,,,,53051,,,,
,,,,,44236,,,,53052,,,,
,,,,,44240,,,,53056,,,,
,,,,,44241,,,,53058,,,,
,,,,,44243,,,,53064,,,,
,,,,,44255,,,,53066,,,,
,,,,,44264,,,,53069,,,,
,,,,,44266,,,,53072,,,,
,,,,,44285,,,,53089,,,,
,,,,,44286,,,,53103,,,,
,,,,,,,,,53118,,,,
,,,,,,,,,53122,,,,
,,,,,,,,,53127,,,,
,,,,,,,,,53146,,,,
,,,,,,,,,53149,,,,
,,,,,,,,,53150,,,,
,,,,,,,,,53151,,,,
,,,,,,,,,53186,,,,
,,,,,,,,,53187,,,,
,,,,,,,,,53188,,,,
,,,,,,,,,53189,,,,
,,,,,,,,,49010,,,,
,,,,,,,,,49070,,,,
,,,,,,,,,49078,,,,
,,,,,,,,,49080,,,,
,,,,,,,,,49328,,,,
,,,,,,,,,49344,,,,
,,,,,,,,,49348,,,,
,,,,,,,,,49419,,,,
,,,,,,,,,49450,,,,
,,,,,,,,,49453,,,,
,,,,,,,,,49050,,,,
,,,,,,,,,49058,,,,
,,,,,,,,,49060,,,,
,,,,,,,,,49073,,,,
,,,,,,,,,49333,,,,
,,,,,,,,,49038,,,,
,,,,,,,,,49085,,,,
,,,,,,,,,49102,,,,
,,,,,,,,,49103,,,,
,,,,,,,,,49106,,,,
,,,,,,,,,49111,,,,
,,,,,,,,,49113,,,,
,,,,,,,,,49116,,,,
,,,,,,,,,49119,,,,
,,,,,,,,,49120,,,,
,,,,,,,,,49125,,,,
,,,,,,,,,49127,,,,
,,,,,,,,,49128,,,,
,,,,,,,,,49129,,,,
,,,,,,,,,49028,,,,
,,,,,,,,,49036,,,,
,,,,,,,,,49082,,,,
,,,,,,,,,49089,,,,
,,,,,,,,,49094,,,,
,,,,,,,,,49255,,,,
,,,,,,,,,49015,,,,
,,,,,,,,,49029,,,,
,,,,,,,,,49051,,,,
,,,,,,,,,49068,,,,
,,,,,,,,,49224,,,,
,,,,,,,,,49047,,,,
,,,,,,,,,49067,,,,
,,,,,,,,,49095,,,,
,,,,,,,,,49112,,,,
,,,,,,,,,49130,,,,
,,,,,,,,,48820,,,,
,,,,,,,,,48894,,,,
,,,,,,,,,48906,,,,
,,,,,,,,,46705,,,,
,,,,,,,,,48813,,,,
,,,,,,,,,48821,,,,
,,,,,,,,,48827,,,,
,,,,,,,,,48837,,,,
,,,,,,,,,48861,,,,
,,,,,,,,,48876,,,,
,,,,,,,,,48917,,,,
,,,,,,,,,49021,,,,
,,,,,,,,,49076,,,,
,,,,,,,,,49096,,,,
,,,,,,,,,46507,,,,
,,,,,,,,,46514,,,,
,,,,,,,,,46540,,,,
,,,,,,,,,46553,,,,
,,,,,,,,,46573,,,,
,,,,,,,,,49227,,,,
,,,,,,,,,49232,,,,
,,,,,,,,,49249,,,,
,,,,,,,,,49262,,,,
,,,,,,,,,49274,,,,
,,,,,,,,,48842,,,,
,,,,,,,,,48854,,,,
,,,,,,,,,48911,,,,
,,,,,,,,,48912,,,,
,,,,,,,,,48933,,,,
,,,,,,,,,48851,,,,
,,,,,,,,,48875,,,,
,,,,,,,,,49202,,,,
,,,,,,,,,49203,,,,
,,,,,,,,,49234,,,,
,,,,,,,,,49237,,,,
,,,,,,,,,49241,,,,
,,,,,,,,,49246,,,,
,,,,,,,,,49254,,,,
,,,,,,,,,49269,,,,
,,,,,,,,,49272,,,,
,,,,,,,,,49277,,,,
,,,,,,,,,49283,,,,
,,,,,,,,,49284,,,,
,,,,,,,,,49002,,,,
,,,,,,,,,49004,,,,
,,,,,,,,,49006,,,,
,,,,,,,,,49008,,,,
,,,,,,,,,49009,,,,
,,,,,,,,,49012,,,,
,,,,,,,,,49024,,,,
,,,,,,,,,49034,,,,
,,,,,,,,,49052,,,,
,,,,,,,,,49053,,,,
,,,,,,,,,49083,,,,
,,,,,,,,,49087,,,,
,,,,,,,,,49088,,,,
,,,,,,,,,49097,,,,
,,,,,,,,,49301,,,,
,,,,,,,,,49302,,,,
,,,,,,,,,49306,,,,
,,,,,,,,,49315,,,,
,,,,,,,,,49316,,,,
,,,,,,,,,49321,,,,
,,,,,,,,,49331,,,,
,,,,,,,,,49341,,,,
,,,,,,,,,49345,,,,
,,,,,,,,,49351,,,,
,,,,,,,,,49418,,,,
,,,,,,,,,49501,,,,
,,,,,,,,,49504,,,,
,,,,,,,,,49505,,,,
,,,,,,,,,49506,,,,
,,,,,,,,,49507,,,,
,,,,,,,,,49508,,,,
,,,,,,,,,49509,,,,
,,,,,,,,,49512,,,,
,,,,,,,,,49519,,,,
,,,,,,,,,49525,,,,
,,,,,,,,,49534,,,,
,,,,,,,,,49544,,,,
,,,,,,,,,49546,,,,
,,,,,,,,,46555,,,,
,,,,,,,,,46567,,,,
,,,,,,,,,46365,,,,
,,,,,,,,,46565,,,,
,,,,,,,,,46571,,,,
,,,,,,,,,46746,,,,
,,,,,,,,,46761,,,,
,,,,,,,,,46795,,,,
,,,,,,,,,49220,,,,
,,,,,,,,,49233,,,,
,,,,,,,,,46506,,,,
,,,,,,,,,46537,,,,
,,,,,,,,,46701,,,,
,,,,,,,,,46767,,,,
,,,,,,,,,46784,,,,
,,,,,,,,,46794,,,,
,,,,,,,,,46796,,,,
,,,,,,,,,49417,,,,
,,,,,,,,,49423,,,,
,,,,,,,,,49424,,,,
,,,,,,,,,49426,,,,
,,,,,,,,,49428,,,,
,,,,,,,,,49435,,,,
,,,,,,,,,49456,,,,
,,,,,,,,,49460,,,,
,,,,,,,,,49464,,,,
,,,,,,,,,49030,,,,
,,,,,,,,,49040,,,,
,,,,,,,,,49042,,,,
,,,,,,,,,49066,,,,
,,,,,,,,,49072,,,,
,,,,,,,,,49075,,,,
,,,,,,,,,49091,,,,
,,,,,,,,,49093,,,,
,,,,,,,,,46530,,,,
,,,,,,,,,46544,,,,
,,,,,,,,,46545,,,,
,,,,,,,,,46552,,,,
,,,,,,,,,46554,,,,
,,,,,,,,,46561,,,,
,,,,,,,,,46617,,,,
,,,,,,,,,46637,,,,
,,,,,,,,,46703,,,,
,,,,,,,,,46737,,,,
,,,,,,,,,46747,,,,
,,,,,,,,,49013,,,,
,,,,,,,,,49026,,,,
,,,,,,,,,49043,,,,
,,,,,,,,,49045,,,,
,,,,,,,,,49055,,,,
,,,,,,,,,49065,,,,
,,,,,,,,,49079,,,,
,,,,,,,,,49090,,,,
,,,,,,,,,27957,,,,
,,,,,,,,,27967,,,,
,,,,,,,,,27983,,,,
,,,,,,,,,27921,,,,
,,,,,,,,,27974,,,,
,,,,,,,,,27976,,,,
,,,,,,,,,27932,,,,
,,,,,,,,,27980,,,,
,,,,,,,,,27916,,,,
,,,,,,,,,27917,,,,
,,,,,,,,,27923,,,,
,,,,,,,,,27927,,,,
,,,,,,,,,27929,,,,
,,,,,,,,,27939,,,,
,,,,,,,,,27941,,,,
,,,,,,,,,27947,,,,
,,,,,,,,,27950,,,,
,,,,,,,,,27956,,,,
,,,,,,,,,27958,,,,
,,,,,,,,,27964,,,,
,,,,,,,,,27965,,,,
,,,,,,,,,27966,,,,
,,,,,,,,,27973,,,,
,,,,,,,,,27948,,,,
,,,,,,,,,27949,,,,
,,,,,,,,,27953,,,,
,,,,,,,,,27954,,,,
,,,,,,,,,27959,,,,
,,,,,,,,,27981,,,,
,,,,,,,,,27926,,,,
,,,,,,,,,27935,,,,
,,,,,,,,,27937,,,,
,,,,,,,,,27938,,,,
,,,,,,,,,27946,,,,
,,,,,,,,,27969,,,,
,,,,,,,,,27979,,,,
,,,,,,,,,27906,,,,
,,,,,,,,,27907,,,,
,,,,,,,,,27909,,,,
,,,,,,,,,27919,,,,
,,,,,,,,,27930,,,,
,,,,,,,,,27944,,,,
,,,,,,,,,27985,,,,
,,,,,,,,,27925,,,,
,,,,,,,,,72711,,,,
,,,,,,,,,72712,,,,
,,,,,,,,,72713,,,,
,,,,,,,,,72714,,,,
,,,,,,,,,72715,,,,
,,,,,,,,,72718,,,,
,,,,,,,,,72719,,,,
,,,,,,,,,72722,,,,
,,,,,,,,,72732,,,,
,,,,,,,,,72733,,,,
,,,,,,,,,72736,,,,
,,,,,,,,,72739,,,,
,,,,,,,,,72745,,,,
,,,,,,,,,72747,,,,
,,,,,,,,,72751,,,,
,,,,,,,,,72756,,,,
,,,,,,,,,72757,,,,
,,,,,,,,,72761,,,,
,,,,,,,,,72616,,,,
,,,,,,,,,72631,,,,
,,,,,,,,,72632,,,,
,,,,,,,,,72638,,,,
,,,,,,,,,72660,,,,
,,,,,,,,,72921,,,,
,,,,,,,,,72932,,,,
,,,,,,,,,72946,,,,
,,,,,,,,,72947,,,,
,,,,,,,,,72955,,,,
,,,,,,,,,72956,,,,
,,,,,,,,,72957,,,,
,,,,,,,,,72820,,,,
,,,,,,,,,72930,,,,
,,,,,,,,,72949,,,,
,,,,,,,,,72863,,,,
,,,,,,,,,72721,,,,
,,,,,,,,,72738,,,,
,,,,,,,,,72742,,,,
,,,,,,,,,72773,,,,
,,,,,,,,,72776,,,,
,,,,,,,,,72901,,,,
,,,,,,,,,72902,,,,
,,,,,,,,,72903,,,,
,,,,,,,,,72905,,,,
,,,,,,,,,72906,,,,
,,,,,,,,,72908,,,,
,,,,,,,,,72913,,,,
,,,,,,,,,72914,,,,
,,,,,,,,,72916,,,,
,,,,,,,,,72917,,,,
,,,,,,,,,72918,,,,
,,,,,,,,,72919,,,,
,,,,,,,,,72936,,,,
,,,,,,,,,72938,,,,
,,,,,,,,,72940,,,,
,,,,,,,,,72941,,,,
,,,,,,,,,72945,,,,
,,,,,,,,,72701,,,,
,,,,,,,,,72703,,,,
,,,,,,,,,72704,,,,
,,,,,,,,,72727,,,,
,,,,,,,,,72728,,,,
,,,,,,,,,72729,,,,
,,,,,,,,,72730,,,,
,,,,,,,,,72735,,,,
,,,,,,,,,72737,,,,
,,,,,,,,,72744,,,,
,,,,,,,,,72749,,,,
,,,,,,,,,72753,,,,
,,,,,,,,,72762,,,,
,,,,,,,,,72764,,,,
,,,,,,,,,72766,,,,
,,,,,,,,,72770,,,,
,,,,,,,,,72544,,,,
,,,,,,,,,72617,,,,
,,,,,,,,,72653,,,,
,,,,,,,,,72537,,,,
,,,,,,,,,72623,,,,
,,,,,,,,,72635,,,,
,,,,,,,,,72642,,,,
,,,,,,,,,72651,,,,
,,,,,,,,,72654,,,,
,,,,,,,,,72658,,,,
,,,,,,,,,72626,,,,
,,,,,,,,,72659,,,,
,,,,,,,,,72716,,,,
,,,,,,,,,72758,,,,
,,,,,,,,,72734,,,,
,,,,,,,,,72768,,,,
,,,,,,,,,72611,,,,
,,,,,,,,,72644,,,,
,,,,,,,,,72662,,,,
,,,,,,,,,72602,,,,
,,,,,,,,,72615,,,,
,,,,,,,,,72633,,,,
,,,,,,,,,72682,,,,
,,,,,,,,,72630,,,,
,,,,,,,,,72601,,,,
,,,,,,,,,72613,,,,
,,,,,,,,,72935,,,,
,,,,,,,,,72934,,,,
,,,,,,,,,72948,,,,
,,,,,,,,,72952,,,,
,,,,,,,,,72821,,,,
,,,,,,,,,72933,,,,
,,,,,,,,,72928,,,,
,,,,,,,,,72531,,,,
,,,,,,,,,72832,,,,
,,,,,,,,,72840,,,,
,,,,,,,,,72846,,,,
,,,,,,,,,72854,,,,
,,,,,,,,,72830,,,,
,,,,,,,,,72839,,,,
,,,,,,,,,72845,,,,
,,,,,,,,,72852,,,,
,,,,,,,,,72835,,,,
,,,,,,,,,72855,,,,
,,,,,,,,,72927,,,,
,,,,,,,,,72951,,,,
,,,,,,,,,72943,,,,
,,,,,,,,,72826,,,,
,,,,,,,,,72851,,,,
,,,,,,,,,72865,,,,
,,,,,,,,,72752,,,,
,,,,,,,,,72740,,,,
,,,,,,,,,72760,,,,
,,,,,,,,,72634,,,,
,,,,,,,,,72677,,,,
,,,,,,,,,72619,,,,
,,,,,,,,,72661,,,,
,,,,,,,,,72668,,,,
,,,,,,,,,72687,,,,
,,,,,,,,,72672,,,,
,,,,,,,,,72624,,,,
,,,,,,,,,72670,,,,
,,,,,,,,,72648,,,,
,,,,,,,,,72685,,,,
,,,,,,,,,72628,,,,
,,,,,,,,,72641,,,,
,,,,,,,,,72640,,,,
,,,,,,,,,72655,,,,
,,,,,,,,,72666,,,,
,,,,,,,,,72683,,,,
,,,,,,,,,72802,,,,
,,,,,,,,,72847,,,,
,,,,,,,,,72801,,,,
,,,,,,,,,72812,,,,
,,,,,,,,,72823,,,,
,,,,,,,,,72858,,,,
,,,,,,,,,72679,,,,
,,,,,,,,,72811,,,,
,,,,,,,,,72837,,,,
,,,,,,,,,72843,,,,
,,,,,,,,,72856,,,,
,,,,,,,,,72639,,,,
,,,,,,,,,72645,,,,
,,,,,,,,,72669,,,,
,,,,,,,,,72636,,,,
,,,,,,,,,72650,,,,
,,,,,,,,,72675,,,,
,,,,,,,,,72686,,,,
,,,,,,,,,72923,,,,
,,,,,,,,,72904,,,,
,,,,,,,,,72937,,,,
,,,,,,,,,72702,,,,
,,,,,,,,,72717,,,,
,,,,,,,,,72741,,,,
,,,,,,,,,72765,,,,
,,,,,,,,,72774,,,,
,,,,,,,,,72959,,,,
,,,,,,,,,72769,,,,
,,,,,,,,,66732,,,,
,,,,,,,,,66742,,,,
,,,,,,,,,66748,,,,
,,,,,,,,,66749,,,,
,,,,,,,,,66751,,,,
,,,,,,,,,66755,,,,
,,,,,,,,,66772,,,,
,,,,,,,,,66014,,,,
,,,,,,,,,66015,,,,
,,,,,,,,,66033,,,,
,,,,,,,,,66039,,,,
,,,,,,,,,66091,,,,
,,,,,,,,,66093,,,,
,,,,,,,,,67057,,,,
,,,,,,,,,67061,,,,
,,,,,,,,,67065,,,,
,,,,,,,,,67070,,,,
,,,,,,,,,67071,,,,
,,,,,,,,,67104,,,,
,,,,,,,,,67138,,,,
,,,,,,,,,67143,,,,
,,,,,,,,,67511,,,,
,,,,,,,,,67525,,,,
,,,,,,,,,67526,,,,
,,,,,,,,,67530,,,,
,,,,,,,,,67544,,,,
,,,,,,,,,67564,,,,
,,,,,,,,,67567,,,,
,,,,,,,,,66716,,,,
,,,,,,,,,66701,,,,
,,,,,,,,,66738,,,,
,,,,,,,,,66741,,,,
,,,,,,,,,66769,,,,
,,,,,,,,,66779,,,,
,,,,,,,,,67002,,,,
,,,,,,,,,67010,,,,
,,,,,,,,,67012,,,,
,,,,,,,,,67017,,,,
,,,,,,,,,66842,,,,
,,,,,,,,,67039,,,,
,,,,,,,,,67042,,,,
,,,,,,,,,67041,,,,
,,,,,,,,,67072,,,,
,,,,,,,,,67074,,,,
,,,,,,,,,67123,,,,
,,,,,,,,,67133,,,,
,,,,,,,,,67144,,,,
,,,,,,,,,67154,,,,
,,,,,,,,,66843,,,,
,,,,,,,,,66845,,,,
,,,,,,,,,66850,,,,
,,,,,,,,,66862,,,,
,,,,,,,,,66869,,,,
,,,,,,,,,67024,,,,
,,,,,,,,,67334,,,,
,,,,,,,,,67355,,,,
,,,,,,,,,67360,,,,
,,,,,,,,,67361,,,,
,,,,,,,,,66713,,,,
,,,,,,,,,66725,,,,
,,,,,,,,,66728,,,,
,,,,,,,,,66739,,,,
,,,,,,,,,66770,,,,
,,,,,,,,,66773,,,,
,,,,,,,,,66778,,,,
,,,,,,,,,66781,,,,
,,,,,,,,,66782,,,,
,,,,,,,,,67731,,,,
,,,,,,,,,67756,,,,
,,,,,,,,,67831,,,,
,,,,,,,,,67840,,,,
,,,,,,,,,67865,,,,
,,,,,,,,,67432,,,,
,,,,,,,,,67447,,,,
,,,,,,,,,67468,,,,
,,,,,,,,,67487,,,,
,,,,,,,,,67417,,,,
,,,,,,,,,66938,,,,
,,,,,,,,,66901,,,,
,,,,,,,,,67445,,,,
,,,,,,,,,66948,,,,
,,,,,,,,,67466,,,,
,,,,,,,,,66839,,,,
,,,,,,,,,66852,,,,
,,,,,,,,,66857,,,,
,,,,,,,,,66856,,,,
,,,,,,,,,66758,,,,
,,,,,,,,,66871,,,,
,,,,,,,,,67029,,,,
,,,,,,,,,67155,,,,
,,,,,,,,,67005,,,,
,,,,,,,,,67008,,,,
,,,,,,,,,67019,,,,
,,,,,,,,,67023,,,,
,,,,,,,,,67038,,,,
,,,,,,,,,67102,,,,
,,,,,,,,,67131,,,,
,,,,,,,,,67146,,,,
,,,,,,,,,67156,,,,
,,,,,,,,,66711,,,,
,,,,,,,,,66712,,,,
,,,,,,,,,66724,,,,
,,,,,,,,,66734,,,,
,,,,,,,,,66763,,,,
,,,,,,,,,66743,,,,
,,,,,,,,,66746,,,,
,,,,,,,,,66753,,,,
,,,,,,,,,66756,,,,
,,,,,,,,,66760,,,,
,,,,,,,,,66762,,,,
,,,,,,,,,66780,,,,
,,,,,,,,,67635,,,,
,,,,,,,,,67643,,,,
,,,,,,,,,67653,,,,
,,,,,,,,,67749,,,,
,,,,,,,,,67410,,,,
,,,,,,,,,67431,,,,
,,,,,,,,,67441,,,,
,,,,,,,,,67449,,,,
,,,,,,,,,67451,,,,
,,,,,,,,,67480,,,,
,,,,,,,,,67482,,,,
,,,,,,,,,67492,,,,
,,,,,,,,,67519,,,,
,,,,,,,,,67547,,,,
,,,,,,,,,67563,,,,
,,,,,,,,,67345,,,,
,,,,,,,,,67346,,,,
,,,,,,,,,67349,,,,
,,,,,,,,,67352,,,,
,,,,,,,,,67353,,,,
,,,,,,,,,67627,,,,
,,,,,,,,,67637,,,,
,,,,,,,,,67601,,,,
,,,,,,,,,67660,,,,
,,,,,,,,,67671,,,,
,,,,,,,,,67674,,,,
,,,,,,,,,67439,,,,
,,,,,,,,,67450,,,,
,,,,,,,,,67454,,,,
,,,,,,,,,67459,,,,
,,,,,,,,,67490,,,,
,,,,,,,,,67846,,,,
,,,,,,,,,67851,,,,
,,,,,,,,,67868,,,,
,,,,,,,,,67834,,,,
,,,,,,,,,67801,,,,
,,,,,,,,,67842,,,,
,,,,,,,,,67843,,,,
,,,,,,,,,67876,,,,
,,,,,,,,,67882,,,,
,,,,,,,,,67736,,,,
,,,,,,,,,67737,,,,
,,,,,,,,,67738,,,,
,,,,,,,,,67751,,,,
,,,,,,,,,67752,,,,
,,,,,,,,,67625,,,,
,,,,,,,,,67642,,,,
,,,,,,,,,67650,,,,
,,,,,,,,,67659,,,,
,,,,,,,,,67837,,,,
,,,,,,,,,67841,,,,
,,,,,,,,,67853,,,,
,,,,,,,,,67867,,,,
,,,,,,,,,67879,,,,
,,,,,,,,,67047,,,,
,,,,,,,,,66853,,,,
,,,,,,,,,66855,,,,
,,,,,,,,,66860,,,,
,,,,,,,,,66863,,,,
,,,,,,,,,67122,,,,
,,,,,,,,,67137,,,,
,,,,,,,,,66870,,,,
,,,,,,,,,67836,,,,
,,,,,,,,,67857,,,,
,,,,,,,,,67878,,,,
,,,,,,,,,67003,,,,
,,,,,,,,,67009,,,,
,,,,,,,,,67018,,,,
,,,,,,,,,67036,,,,
,,,,,,,,,67049,,,,
,,,,,,,,,67058,,,,
,,,,,,,,,67150,,,,
,,,,,,,,,67020,,,,
,,,,,,,,,67056,,,,
,,,,,,,,,67062,,,,
,,,,,,,,,67114,,,,
,,,,,,,,,67117,,,,
,,,,,,,,,67135,,,,
,,,,,,,,,67151,,,,
,,,,,,,,,67849,,,,
,,,,,,,,,67854,,,,
,,,,,,,,,66936,,,,
,,,,,,,,,66941,,,,
,,,,,,,,,66942,,,,
,,,,,,,,,66949,,,,
,,,,,,,,,66956,,,,
,,,,,,,,,66963,,,,
,,,,,,,,,66970,,,,
,,,,,,,,,67838,,,,
,,,,,,,,,67860,,,,
,,,,,,,,,67035,,,,
,,,,,,,,,67068,,,,
,,,,,,,,,67111,,,,
,,,,,,,,,67112,,,,
,,,,,,,,,67118,,,,
,,,,,,,,,67142,,,,
,,,,,,,,,67159,,,,
,,,,,,,,,67054,,,,
,,,,,,,,,67059,,,,
,,,,,,,,,67109,,,,
,,,,,,,,,67330,,,,
,,,,,,,,,67332,,,,
,,,,,,,,,67336,,,,
,,,,,,,,,67342,,,,
,,,,,,,,,67354,,,,
,,,,,,,,,67356,,,,
,,,,,,,,,67357,,,,
,,,,,,,,,67839,,,,
,,,,,,,,,67850,,,,
,,,,,,,,,67418,,,,
,,,,,,,,,67423,,,,
,,,,,,,,,67455,,,,
,,,,,,,,,67481,,,,
,,,,,,,,,66010,,,,
,,,,,,,,,66040,,,,
,,,,,,,,,66056,,,,
,,,,,,,,,66072,,,,
,,,,,,,,,66075,,,,
,,,,,,,,,66767,,,,
,,,,,,,,,67747,,,,
,,,,,,,,,67748,,,,
,,,,,,,,,67764,,,,
,,,,,,,,,66830,,,,
,,,,,,,,,66833,,,,
,,,,,,,,,66835,,,,
,,,,,,,,,66801,,,,
,,,,,,,,,66854,,,,
,,,,,,,,,66864,,,,
,,,,,,,,,66865,,,,
,,,,,,,,,66868,,,,
,,,,,,,,,66851,,,,
,,,,,,,,,67053,,,,
,,,,,,,,,67063,,,,
,,,,,,,,,67073,,,,
,,,,,,,,,66858,,,,
,,,,,,,,,66859,,,,
,,,,,,,,,66861,,,,
,,,,,,,,,66866,,,,
,,,,,,,,,67475,,,,
,,,,,,,,,67483,,,,
,,,,,,,,,67428,,,,
,,,,,,,,,67443,,,,
,,,,,,,,,67546,,,,
,,,,,,,,,67456,,,,
,,,,,,,,,67464,,,,
,,,,,,,,,67460,,,,
,,,,,,,,,67107,,,,
,,,,,,,,,67476,,,,
,,,,,,,,,67491,,,,
,,,,,,,,,67844,,,,
,,,,,,,,,67864,,,,
,,,,,,,,,67869,,,,
,,,,,,,,,67420,,,,
,,,,,,,,,67430,,,,
,,,,,,,,,67446,,,,
,,,,,,,,,67452,,,,
,,,,,,,,,67478,,,,
,,,,,,,,,67485,,,,
,,,,,,,,,67333,,,,
,,,,,,,,,67335,,,,
,,,,,,,,,67337,,,,
,,,,,,,,,67340,,,,
,,,,,,,,,67344,,,,
,,,,,,,,,67301,,,,
,,,,,,,,,67351,,,,
,,,,,,,,,67363,,,,
,,,,,,,,,67364,,,,
,,,,,,,,,66838,,,,
,,,,,,,,,66846,,,,
,,,,,,,,,66849,,,,
,,,,,,,,,66873,,,,
,,,,,,,,,66720,,,,
,,,,,,,,,66733,,,,
,,,,,,,,,66740,,,,
,,,,,,,,,66771,,,,
,,,,,,,,,66775,,,,
,,,,,,,,,66776,,,,
,,,,,,,,,67515,,,,
,,,,,,,,,67516,,,,
,,,,,,,,,67518,,,,
,,,,,,,,,67521,,,,
,,,,,,,,,67560,,,,
,,,,,,,,,67572,,,,
,,,,,,,,,67584,,,,
,,,,,,,,,67622,,,,
,,,,,,,,,67629,,,,
,,,,,,,,,67645,,,,
,,,,,,,,,67654,,,,
,,,,,,,,,67623,,,,
,,,,,,,,,67437,,,,
,,,,,,,,,67651,,,,
,,,,,,,,,67473,,,,
,,,,,,,,,67474,,,,
,,,,,,,,,67422,,,,
,,,,,,,,,67436,,,,
,,,,,,,,,67467,,,,
,,,,,,,,,67484,,,,
,,,,,,,,,67523,,,,
,,,,,,,,,67529,,,,
,,,,,,,,,67550,,,,
,,,,,,,,,67574,,,,
,,,,,,,,,67621,,,,
,,,,,,,,,67639,,,,
,,,,,,,,,67644,,,,
,,,,,,,,,67646,,,,
,,,,,,,,,67647,,,,
,,,,,,,,,67661,,,,
,,,,,,,,,67664,,,,
,,,,,,,,,67021,,,,
,,,,,,,,,67028,,,,
,,,,,,,,,67066,,,,
,,,,,,,,,67124,,,,
,,,,,,,,,67134,,,,
,,,,,,,,,67730,,,,
,,,,,,,,,67739,,,,
,,,,,,,,,67744,,,,
,,,,,,,,,67745,,,,
,,,,,,,,,67510,,,,
,,,,,,,,,67514,,,,
,,,,,,,,,67522,,,,
,,,,,,,,,67543,,,,
,,,,,,,,,67501,,,,
,,,,,,,,,67502,,,,
,,,,,,,,,67504,,,,
,,,,,,,,,67561,,,,
,,,,,,,,,67566,,,,
,,,,,,,,,67568,,,,
,,,,,,,,,67570,,,,
,,,,,,,,,67505,,,,
,,,,,,,,,67583,,,,
,,,,,,,,,67585,,,,
,,,,,,,,,66930,,,,
,,,,,,,,,66935,,,,
,,,,,,,,,66939,,,,
,,,,,,,,,66940,,,,
,,,,,,,,,66959,,,,
,,,,,,,,,66960,,,,
,,,,,,,,,66961,,,,
,,,,,,,,,66964,,,,
,,,,,,,,,66966,,,,
,,,,,,,,,67512,,,,
,,,,,,,,,67427,,,,
,,,,,,,,,67524,,,,
,,,,,,,,,67444,,,,
,,,,,,,,,67457,,,,
,,,,,,,,,67554,,,,
,,,,,,,,,67573,,,,
,,,,,,,,,67579,,,,
,,,,,,,,,67632,,,,
,,,,,,,,,67657,,,,
,,,,,,,,,67663,,,,
,,,,,,,,,67669,,,,
,,,,,,,,,67675,,,,
,,,,,,,,,67513,,,,
,,,,,,,,,67548,,,,
,,,,,,,,,67553,,,,
,,,,,,,,,67556,,,,
,,,,,,,,,67559,,,,
,,,,,,,,,67575,,,,
,,,,,,,,,67626,,,,
,,,,,,,,,67634,,,,
,,,,,,,,,67640,,,,
,,,,,,,,,67648,,,,
,,,,,,,,,67649,,,,
,,,,,,,,,67658,,,,
,,,,,,,,,67665,,,,
,,,,,,,,,67673,,,,
,,,,,,,,,67416,,,,
,,,,,,,,,67425,,,,
,,,,,,,,,67442,,,,
,,,,,,,,,67448,,,,
,,,,,,,,,67470,,,,
,,,,,,,,,67401,,,,
,,,,,,,,,67402,,,,
,,,,,,,,,67871,,,,
,,,,,,,,,67001,,,,
,,,,,,,,,67016,,,,
,,,,,,,,,67025,,,,
,,,,,,,,,67026,,,,
,,,,,,,,,67030,,,,
,,,,,,,,,67037,,,,
,,,,,,,,,67050,,,,
,,,,,,,,,67052,,,,
,,,,,,,,,67055,,,,
,,,,,,,,,67060,,,,
,,,,,,,,,67067,,,,
,,,,,,,,,67101,,,,
,,,,,,,,,67221,,,,
,,,,,,,,,67108,,,,
,,,,,,,,,67110,,,,
,,,,,,,,,67147,,,,
,,,,,,,,,67149,,,,
,,,,,,,,,67740,,,,
,,,,,,,,,67757,,,,
,,,,,,,,,67733,,,,
,,,,,,,,,67735,,,,
,,,,,,,,,67741,,,,
,,,,,,,,,66932,,,,
,,,,,,,,,67628,,,,
,,,,,,,,,67638,,,,
,,,,,,,,,66951,,,,
,,,,,,,,,66952,,,,
,,,,,,,,,66967,,,,
,,,,,,,,,67545,,,,
,,,,,,,,,67576,,,,
,,,,,,,,,67578,,,,
,,,,,,,,,67004,,,,
,,,,,,,,,67013,,,,
,,,,,,,,,67022,,,,
,,,,,,,,,67031,,,,
,,,,,,,,,67103,,,,
,,,,,,,,,67105,,,,
,,,,,,,,,67106,,,,
,,,,,,,,,67119,,,,
,,,,,,,,,67120,,,,
,,,,,,,,,67140,,,,
,,,,,,,,,67152,,,,
,,,,,,,,,67732,,,,
,,,,,,,,,67701,,,,
,,,,,,,,,67734,,,,
,,,,,,,,,67743,,,,
,,,,,,,,,67753,,,,
,,,,,,,,,67631,,,,
,,,,,,,,,67656,,,,
,,,,,,,,,67758,,,,
